parameter_name,Platelet count
pvalue,0.3648034
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_008_001
analysis_id,d15989r177d6fk8
gene_symbol,Zc2hc1a
gene_accession_id,MGI:1914556
