Parameter_id,IMPC_GEP_076_001
Parameter_name,Cleft palate
mouse_strain,C57BL
pvalue,0.3346605
Mouse_life_stage,Early adult
Gene_symbol,Gfi1b
analysis_id,52z37g77bq7816g
Gene_accession_id,MGI:1276578
