parameter_id,IMPC_GEL_011_001
analysis_id,4wl6qxza7l29206
parameter_name,Embryo turning
pvalue,0.1148612
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1914256
gene_symbol,Cisd2
