parameter_id,IMPC_HEM_036_001
gene_symbol,Cldn19
mouse_life_stage,Early adult
parameter_name,Eosinophil cell count
mouse_strain,C57BL
gene_accession_id,MGI:3033992
pvalue,0.6789873
analysis_id,9k59q2e4u2di3q6
