gene_symbol,Bcs1l
pvalue,0.08114495
parameter_id,MGP_MLN_005_001
analysis_id,1ks3i5vib8390z7
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
mouse_strain,C57BL
