gene_symbol,Hpca
analysis_id,lj599v82s8560or
mouse_strain,C57BL
gene_accession_id,MGI:1336200
mouse_life_stage,Late adult
parameter_id,MGP_MLN_015_001
parameter_name,Naive CD8+ T cells - % of CD8+
pvalue,0.06837371
