gene_symbol,Nucks1
mouse_life_stage,Middle aged adult
parameter_name,Alanine aminotransferase
mouse_strain,C57BL
parameter_id,IMPC_CBC_013_001
pvalue,0.7821521
analysis_id,fu0563800whh13c
gene_accession_id,MGI:1934811
