gene_symbol,Inpp1
mouse_life_stage,Early adult
parameter_name,Triglycerides
gene_accession_id,MGI:104848
parameter_id,HMGULA_CBC_017_001
mouse_strain,129SV
analysis_id,8bx5zo4d673480q
pvalue,0.2654444
