gene_symbol,Tbl1xr1
parameter_name,Light side time spent
pvalue,0.7526302
gene_accession_id,MGI:2441730
mouse_strain,C57BL
parameter_id,JAX_LDT_002_001
mouse_life_stage,Early adult
analysis_id,nc10ylhx2677110
