gene_symbol,Pex19
parameter_name,Resting NK cells - % of NK cells
mouse_strain,C57BL
gene_accession_id,MGI:1334458
mouse_life_stage,E18.5
parameter_id,MGP_MLN_033_001
analysis_id,0qo7635c8ro94q2
pvalue,0.9795175
