gene_symbol,Maco1
mouse_strain,C57BL
analysis_id,6nso079088sb1hj
parameter_name,Lean mass
gene_accession_id,MGI:1913396
pvalue,0.1079389
parameter_id,IMPC_DXA_003_001
mouse_life_stage,Early adult
