gene_symbol,Ubxn11
parameter_id,IMPC_GEL_029_001
mouse_strain,C57BL
analysis_id,hais37kvw06d57y
gene_accession_id,MGI:1914836
pvalue,0.8115216
mouse_life_stage,Early adult
parameter_name,Midbrain
