gene_symbol,Ddx27
pvalue,0.1149165
mouse_life_stage,Early adult
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
parameter_id,MGP_BMI_014_001
analysis_id,84wc03e774w2g02
mouse_strain,129SV
gene_accession_id,MGI:2385884
