gene_symbol,Jun
gene_accession_id,MGI:96646
pvalue,0.3779584
parameter_id,IMPC_IMM_064_001
analysis_id,do27p2xq78h0y10
mouse_strain,C57BL
parameter_name,B1B Cells
mouse_life_stage,E15.5
