parameter_name,6kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_symbol,Bpifa3
parameter_id,IMPC_ABR_004_001
analysis_id,9c0701ewculn2z2
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
pvalue,0.6101512
