gene_symbol,Bach2
parameter_id,IMPC_GEO_009_002
pvalue,0.2596565
analysis_id,pw8s64dn0mo3082
parameter_name,Hemorrhage
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
