gene_symbol,Kdm4c
analysis_id,794kuqk92xczbi8
mouse_strain,C57BL
parameter_name,Eye
mouse_life_stage,Early adult
pvalue,0.4918456
gene_accession_id,MGI:1924054
parameter_id,M-G-P_013_001_001
