mouse_life_stage,Early adult
gene_accession_id,MGI:1276578
analysis_id,h311z7x82325971
parameter_id,MGP_PBI_008_001
mouse_strain,C57BL
gene_symbol,Gfi1b
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
pvalue,0.9832951
