parameter_id,JAX_OFD_021_001
gene_symbol,Ncaph
mouse_strain,C57BL
pvalue,0.2941866
analysis_id,5jkf0u21f76988p
parameter_name,Number of rears - total
mouse_life_stage,Early adult
gene_accession_id,MGI:2444777
