parameter_id,IMPC_HEM_001_001
mouse_strain,C50BL
parameter_name,White blood cell count
pvalue,7.486694e-09
mouse_life_stage,Early adult
gene_symbol,Ubxn11
gene_accession_id,MGI:1914836
analysis_id,26kj6t0pmxqsx1e
