parameter_id,ESLIM_011_001_002
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
analysis_id,et9pdt8z97q6txo
pvalue,0.419074
parameter_name,PP1 startle magnitude
mouse_strain,129SV
gene_symbol,Inpp1
