mouse_life_stage,Late adult
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:2446186
analysis_id,2r92kfp79843v8j
mouse_strain,C57BL
gene_symbol,Lpgat1
parameter_id,MGP_MLN_074_001
pvalue,0.0996113
