parameter_id,IMPC_CSD_051_002
gene_symbol,Hspa5
pvalue,0.1536633
mouse_strain,C57BL
analysis_id,q523r992b6iw45w
gene_accession_id,MGI:95835
mouse_life_stage,E12.5
parameter_name,Hindlimb nail - number
