parameter_id,MGP_IMM_094_001
gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
analysis_id,3249s9hd435yje1
mouse_strain,C57BL
pvalue,0.6809364
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
mouse_life_stage,Early adult
