mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
pvalue,0.6350169
parameter_name,Retina (combined)
analysis_id,05r74zjc01a50a7
parameter_id,JAXLA_EYE_092_001
mouse_strain,C57BL
