gene_symbol,Slc39a10
parameter_id,IMPC_CSD_029_001
gene_accession_id,MGI:1914515
pvalue,0.2743367
mouse_strain,C57BL
analysis_id,8hu493e2e1y8938
mouse_life_stage,E9.5
parameter_name,Activity (body position)
