parameter_id,IMPC_DXA_008_001
analysis_id,8wg8wej3eym7lk4
parameter_name,Lean/Body weight
gene_symbol,Cdin1
gene_accession_id,MGI:3026886
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.7903548
