gene_symbol,Nanp
pvalue,0.5013803
parameter_name,Effector CD4+ T helper cells - % of CD45+
mouse_life_stage,E18.5
gene_accession_id,MGI:1914561
mouse_strain,C51BL
analysis_id,vx5cm04fzfn854b
parameter_id,MGP_IMM_073_001
