parameter_id,IMPC_CSD_033_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.1757214
gene_accession_id,MGI:3045306
analysis_id,308h6l7w9c95v0n
parameter_name,Gait
gene_symbol,Exd1
