gene_symbol,Ncaph
parameter_id,JAX_LDT_005_001
pvalue,0.4748618
gene_accession_id,MGI:2444777
analysis_id,5spbu76o9n29jzz
parameter_name,Time mobile dark side
mouse_life_stage,Early adult
mouse_strain,C57BL
