gene_symbol,Sass6
gene_accession_id,MGI:1920026
parameter_name,Coat - hair distribution - back
mouse_strain,C57BL
parameter_id,IMPC_CSD_011_001
mouse_life_stage,E9.5
pvalue,0.7230974
analysis_id,5ec70u947331bm4
