gene_symbol,Dnajc6
gene_accession_id,MGI:1919935
pvalue,0.7690989
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_OWT_004_001
analysis_id,1sr9kgtyg00s5qs
parameter_name,Right kidney weight
