parameter_name,Limb grasp
mouse_strain,C57BL
parameter_id,JAXLA_CSD_039_001
gene_accession_id,MGI:3026886
pvalue,0.1030372
gene_symbol,Cdin1
mouse_life_stage,Early adult
analysis_id,8xm9w6k05nxcm12
