gene_symbol,Zfp683
parameter_name,Center average speed
parameter_id,HRWLLA_OFD_017_001
mouse_life_stage,Early adult
analysis_id,u10cxu51mb47j3r
gene_accession_id,MGI:3650254
mouse_strain,C57BL
pvalue,0.1295297
