parameter_name,Whole arena average speed
mouse_life_stage,Early adult
analysis_id,a2c0gp20vr2k311
mouse_strain,C57BL
pvalue,0.1449033
gene_accession_id,MGI:1923959
parameter_id,JAX_OFD_009_001
gene_symbol,Arpc2
