gene_symbol,Eprs1
analysis_id,zq3933yn4nny2do
mouse_strain,C57BL
gene_accession_id,MGI:97838
parameter_name,Radius
parameter_id,IMPC_XRY_022_001
pvalue,0.711406
mouse_life_stage,Early adult
