parameter_id,IMPC_IMM_051_001
gene_symbol,Ola1
gene_accession_id,MGI:1914309
analysis_id,j8f81476668x086
mouse_strain,C57BL
pvalue,0.1518775
mouse_life_stage,Early adult
parameter_name,Monocytes
