gene_symbol,Jun
parameter_id,MGP_CSD_015_001
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.8843095
gene_accession_id,MGI:96646
analysis_id,ye6ag13ies25f26
parameter_name,Head coat/hair presence
