gene_symbol,Tbl1xr1
parameter_name,Shape of ribcage
gene_accession_id,MGI:2441730
pvalue,0.2512267
parameter_id,IMPC_XRY_059_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,88301161d8038c0
