parameter_id,M-G-P_012_001_005
mouse_strain,C57BL
analysis_id,069m5613479z220
gene_symbol,Tnfsf8
gene_accession_id,MGI:88328
parameter_name,Body Weight
mouse_life_stage,Early adult
pvalue,0.691089
