parameter_id,IMPC_GEL_011_001
analysis_id,0j66mg7955jvmoc
gene_symbol,Mapkap1
pvalue,0.5187191
parameter_name,Embryo turning
gene_accession_id,MGI:2444554
mouse_strain,C57BL
mouse_life_stage,E15.5
