gene_symbol,Cdin1
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
parameter_id,M-G-P_005_001_004
analysis_id,y2iu401eb72gxfb
mouse_life_stage,Early adult
gene_accession_id,MGI:3026886
pvalue,0.5219932
