parameter_id,MGP_MLN_063_001
analysis_id,6970i3idg1t23zk
mouse_strain,C57BL
pvalue,0.778581
gene_accession_id,MGI:104805
mouse_life_stage,Early adult
parameter_name,Total ab T cells - % of CD45+
gene_symbol,Snrpb2
