parameter_name,Chloride
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,3p182lc7t7nsd78
gene_symbol,Lpgat1
parameter_id,IMPC_CBC_003_001
mouse_life_stage,Late adult
pvalue,0.2011707
