gene_symbol,Ola1
parameter_id,IMPC_IMM_006_001
mouse_life_stage,E18.5
pvalue,0.5756143
parameter_name,Others
gene_accession_id,MGI:1914309
analysis_id,7049425t6ert739
mouse_strain,C57BL
