parameter_id,IMPC_ABR_012_001
analysis_id,12uz0w470v2k4q1
parameter_name,30kHz-evoked ABR Threshold
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2264679
gene_accession_id,MGI:97838
gene_symbol,Eprs1
