gene_symbol,Nanp
pvalue,0.5477162
analysis_id,uk309y25h77c3r6
mouse_life_stage,Early adult
parameter_name,Conditioning Baseline % Freezing Time
parameter_id,IMPC_FEA_003_001
mouse_strain,C57BL
gene_accession_id,MGI:1914561
