parameter_name,HR
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1914071
parameter_id,JAXLA_ECG_002_001
pvalue,0.5974661
gene_symbol,Bcs1l
analysis_id,3503cbkc18527ka
