gene_symbol,Eprs1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_041_001
analysis_id,6q70uu483zp2u0u
parameter_name,Total B cells - % of CD45+
pvalue,0.2266946
gene_accession_id,MGI:97838
