parameter_id,IMPC_ACS_037_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,y4l5d4843h127fq
pvalue,0.4466117
parameter_name,% Pre-pulse inhibition - Global
gene_accession_id,MGI:88461
gene_symbol,Col6a3
