mouse_life_stage,Middle aged adult
gene_symbol,Hpca
pvalue,0.1839086
parameter_name,18kHz-evoked ABR Threshold
analysis_id,kd91vxidk0w1sms
parameter_id,IMPC_ABR_008_001
mouse_strain,C57BL
gene_accession_id,MGI:1336200
