gene_symbol,Hpca
mouse_strain,C57BL
parameter_id,IMPC_EYE_016_001
analysis_id,c9i1625dv1zld3i
parameter_name,Lens
gene_accession_id,MGI:1336200
mouse_life_stage,Early adult
pvalue,0.8618458
