gene_symbol,Hnf4a
pvalue,1.047344
parameter_id,MGP_IMM_089_001
mouse_strain,C57BL
gene_accession_id,MGI:109128
parameter_name,KLRG1+ gd T cells - % of CD45+
analysis_id,58jg6v58nejra39
mouse_life_stage,Middle aged adult
