parameter_id,M-G-P_005_001_006
parameter_name,Body Length
mouse_strain,C57BL
analysis_id,u0h48ikwd6gnt56
gene_accession_id,MGI:1916222
gene_symbol,Tatdn3
pvalue,0.2585164
mouse_life_stage,Early adult
