gene_symbol,Cds2
mouse_strain,C57BL
gene_accession_id,MGI:1332236
pvalue,0.6075624
analysis_id,d21c7a2wt99193d
parameter_id,IMPC_CSD_070_001
mouse_life_stage,Early adult
parameter_name,Lower teeth appearance
