parameter_id,IMPC_DXA_004_001
gene_accession_id,MGI:2385156
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,6n9uv8ipa4ohv02
pvalue,0.4921736
gene_symbol,Sdcbp2
mouse_strain,C57BL
mouse_life_stage,Early adult
