parameter_id,IMPC_ECG_004_001
gene_symbol,F2
mouse_strain,C57BL
gene_accession_id,MGI:88380
analysis_id,179m01vhgpube91
mouse_life_stage,Early adult
pvalue,0.4678085
parameter_name,RR
