gene_symbol,Mapkap1
parameter_id,IMPC_CBC_009_001
mouse_strain,C57BL
parameter_name,Calcium
pvalue,0.05082384
mouse_life_stage,E12.5
analysis_id,l3zslp2lf2sa963
gene_accession_id,MGI:2444554
