gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
parameter_id,IMPC_ABR_006_001
mouse_life_stage,Early adult
parameter_name,12kHz-evoked ABR Threshold
mouse_strain,C57BL
analysis_id,1297os2e8r26375
pvalue,0.5696489
