parameter_id,IMPC_GEL_063_001
mouse_strain,C57BL
gene_accession_id,MGI:95457
parameter_name,Delayed embryonic development
gene_symbol,Mecom
mouse_life_stage,E15.5
analysis_id,3cju86wjbj25y84
pvalue,0.5354222
