gene_symbol,Cntfr
parameter_id,IMPC_ECG_028_001
mouse_life_stage,Early adult
pvalue,0.3979968
gene_accession_id,MGI:99605
parameter_name,QT
analysis_id,s60451rc1a8y9d6
mouse_strain,129SV
