mouse_life_stage,Early adult
gene_symbol,Gpr39
analysis_id,gc71sz097reqw53
gene_accession_id,MGI:1918361
mouse_strain,C57BL
parameter_name,Pericardium Morphology
parameter_id,IMPC_GEL_006_001
pvalue,0.9945499
