gene_symbol,Cds2
mouse_strain,129SV
pvalue,0.5556178
analysis_id,nu4x2k0k9c85eck
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
parameter_id,MGP_PBI_034_001
parameter_name,B cell number
