parameter_id,IMPC_ACS_037_001
parameter_name,% Pre-pulse inhibition - Global
analysis_id,4677g167743n1c7
gene_accession_id,MGI:99501
gene_symbol,Fgb
mouse_life_stage,E12.5
pvalue,0.8878725
mouse_strain,C57BL
